title,video_link,views,date_time,img_link
4. Display Duplicate of a Column| GeeksforGeeks,/watch?v=zajIPJwLb78,59K views,4 years ago,https://i.ytimg.com/vi/zajIPJwLb78/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsRJM_3djsQcmcIfLGs7lRthXxoQ
3. Display Alternate Records (Top 50 SQL Interview Questions) | GeeksforGeeks,/watch?v=ZhcKee2weD4,78K views,4 years ago,https://i.ytimg.com/vi/ZhcKee2weD4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtqUBJb5bVv_Fa3QOclw7HKwotSA
2. Department wise highest Salary (Top 50 SQL Interview Questions) | GeeksforGeeks,/watch?v=OddSz0T85nc,91K views,4 years ago,https://i.ytimg.com/vi/OddSz0T85nc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmGA-li787HpFygEcEPUPEGYKtVw
Check if a given array contains duplicate elements within k distance from each other | GeeksforGeeks,/watch?v=hzRo7dLtQHs,4.9K views,4 years ago,https://i.ytimg.com/vi/hzRo7dLtQHs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8k4c35cOJS-IU6MTW7rmdj_v2Qg
1. 2nd Highest Salary (Top 50 SQL Interview Questions)| GeeksforGeeks,/watch?v=-6v7ctxC7yk,184K views,4 years ago,"data:image/gif;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mN8XA8AAksBZG7LpHYAAAAASUVORK5CYII="
Map (Go Programming Language) | GeeksforGeeks,/watch?v=j5KA7K0-gbY,1.2K views,4 years ago,https://i.ytimg.com/vi/j5KA7K0-gbY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcuOESs_bnRrh-osQ8xuYuASYamA
Packages (Basics) | GeeksforGeeks,/watch?v=fhWCG4G1oHY,7.5K views,4 years ago,https://i.ytimg.com/vi/fhWCG4G1oHY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZ52oScAKw2uJKQEPMoT14mhHJSA
Find whether an array is subset of another array | GeeksforGeeks,/watch?v=ydiUGfYnByw,10K views,4 years ago,https://i.ytimg.com/vi/ydiUGfYnByw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuOFFgHw9702W7QLjqvnolhcHW4w
Sample Class | DSA LIVE For Working Professionals | GeeksforGeeks,/watch?v=X9aJBXeMP_4,24K views,4 years ago,https://i.ytimg.com/vi/X9aJBXeMP_4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKWFy0USHqWlEBDoCdcOf2Exp_Zg
Interfaces (Java Programming) | GeeksforGeeks,/watch?v=8ZdbOOCqEII,10K views,4 years ago,https://i.ytimg.com/vi/8ZdbOOCqEII/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMaPPujhAgfr0yIzEfCwIiWGqNRA
Find Itinerary from a given list of tickets (Tickets Hashing)| GeeksforGeeks,/watch?v=u52i2gAnFvU,4.2K views,4 years ago,https://i.ytimg.com/vi/u52i2gAnFvU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZ6TUahmwBHYCVPW7Uf54ZXOGbmg
Minimum Window Substring | GeeksforGeeks,/watch?v=Xg0rPVTQf98,23K views,4 years ago,https://i.ytimg.com/vi/Xg0rPVTQf98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBF4e6Yl6YftV3CA-1fisDFoyutCA
Slice (Go Programming Language)| GeeksforGeeks,/watch?v=Lg-j14e22a8,703 views,4 years ago,https://i.ytimg.com/vi/Lg-j14e22a8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8rsR0ruF0XHXWTXFv7Q2_l6yolA
Abstract Classes (Java Programming Language) | GeeksforGeeks,/watch?v=DWmpxZ59JW0,9.9K views,4 years ago,https://i.ytimg.com/vi/DWmpxZ59JW0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDazqz_vqL-4QGTA3F89bunQX45fg
Method Overriding (Java Programming Language) | GeeksforGeeks,/watch?v=i6GzimCuFhM,5.2K views,4 years ago,https://i.ytimg.com/vi/i6GzimCuFhM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFtP7dlHJWuTbx8yUiDAMz41EYpg
Diameter of a Binary Tree (Problem of the Week) | by Shashi Bhushan | GeeksforGeeks,/watch?v=rm2WE0MCJ6k,6.1K views,4 years ago,https://i.ytimg.com/vi/rm2WE0MCJ6k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAB5gZG-mLS-8GzuA4B1KMqpAn_cQ
Arrays in Go Programming Language | GeeksforGeeks,/watch?v=xf5D8DogB1w,930 views,4 years ago,https://i.ytimg.com/vi/xf5D8DogB1w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLOl4La9hOMX6xDgJqoa2tfnrElw
Pointers In Go Programming Language | GeeksforGeeks,/watch?v=58LQJBCKk3s,2.9K views,4 years ago,https://i.ytimg.com/vi/58LQJBCKk3s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwsYE77FJ7B5d3s28v_aPqmphPew
Method Overloading (Java Programming Language)| GeeksforGeeks,/watch?v=MHns-oaIHIs,5.8K views,4 years ago,https://i.ytimg.com/vi/MHns-oaIHIs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALNbB94fsJM0RPlbW6-xFu8D6cIQ
Inheritance in Java (Java Programming)| GeeksforGeeks,/watch?v=kfZkCT9J2Q4,6K views,4 years ago,https://i.ytimg.com/vi/kfZkCT9J2Q4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSU6yxVoa-fItEO9R8VMQYKxZv1w
Sampling and Quantization (Digital Image Processing) | GeeksforGeeks,/watch?v=JPdMQ9-wJyw,76K views,4 years ago,https://i.ytimg.com/vi/JPdMQ9-wJyw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSqvQ5bDDVwS5YT2Sm93g-iWMCxA
Submatrix Sum Queries | GeeksforGeeks,/watch?v=-d8KbQVx-mM,15K views,4 years ago,https://i.ytimg.com/vi/-d8KbQVx-mM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXfMm5GDVt-ORFJ2hq6l8Y-xGldg
DSA LIVE For Working Professionals | Live Online Classroom Program by GeeksforGeeks,/watch?v=0JnUBSX-KDQ,10K views,4 years ago,https://i.ytimg.com/vi/0JnUBSX-KDQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6aNmVwKWP_xP3qMyHlBkH4sSj5g
Thread Join | GeeksforGeeks,/watch?v=ruXbPdOST4A,16K views,4 years ago,https://i.ytimg.com/vi/ruXbPdOST4A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0n4_Kes3cSNzBRtaX9HrEK1TdRQ
Variables (Core Java) | GeeksforGeeks,/watch?v=pqKMBf_DR5w,1.5K views,4 years ago,https://i.ytimg.com/vi/pqKMBf_DR5w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsBX6VdIawa3aT7hdsLoPQpWFnjg
Main method | Java Programming Language | GeeksforGeeks,/watch?v=6hy_kiXlvnc,3.7K views,4 years ago,https://i.ytimg.com/vi/6hy_kiXlvnc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaJN9HwshgM5yb2LHwq5SmrUvbgg
Check if a word exists in a grid or not | GeeksforGeeks,/watch?v=UDQ_FgNbArA,16K views,4 years ago,https://i.ytimg.com/vi/UDQ_FgNbArA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAajffevd32noglvcO3zusbyWoYxg
Inter-Thread-Communication (Java)|  GeeksforGeeks,/watch?v=Ut8YFsi2WR0,24K views,4 years ago,https://i.ytimg.com/vi/Ut8YFsi2WR0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNufv8BTl8GRoQBWwvlxhG99jnOw
Break Continue | Java Programming | GeeksforGeeks,/watch?v=4uqb7-QpOAc,2.5K views,4 years ago,https://i.ytimg.com/vi/4uqb7-QpOAc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxfIvAtMylrttexplq85UODkAIPA
Switch Case | Java Programming | GeeksforGeeks,/watch?v=Ptlafta8zTI,3.7K views,4 years ago,https://i.ytimg.com/vi/Ptlafta8zTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXtU3kLufKfMr_ofoSZCeTxl_h3Q
If-Else | Java Programming Language | GeeksforGeeks,/watch?v=LLQVi7kCuTA,3.2K views,4 years ago,https://i.ytimg.com/vi/LLQVi7kCuTA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4yAs9-qi3_JQj9NDB6CWzFhDp3Q
Word Break Problem | Dynamic Programming | GeeksforGeeks,/watch?v=hLQYQ4zj0qg,51K views,4 years ago,https://i.ytimg.com/vi/hLQYQ4zj0qg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOnrFp2B9UEIniZepLOVB9efhhwg
For each Loop in Java | GeeksforGeeks,/watch?v=DUVqtwVJ3DI,8.9K views,4 years ago,https://i.ytimg.com/vi/DUVqtwVJ3DI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPWv-yQPmO7siEEJW8Nsfq2u6Zaw
Go Programming Language | Part 9 | If and Switch Statement | GeeksforGeeks,/watch?v=0lHrGAGbldo,528 views,4 years ago,https://i.ytimg.com/vi/0lHrGAGbldo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5IZobSZuK0z9dPTetE62WkKv5tw
Go Programming Language | Part 8 | Loops in go programming language | GeeksforGeeks,/watch?v=eWD1k2zSt9g,759 views,4 years ago,https://i.ytimg.com/vi/eWD1k2zSt9g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtPho5KpRYA0JubII0ejWiDSpC9A
Go Programming Language | Part 7 | Multiple Return Values and Go Formatting Tools | GeeksforGeeks,/watch?v=GPs3zyDr4pY,565 views,4 years ago,https://i.ytimg.com/vi/GPs3zyDr4pY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9Ilw8zcmMxtxMNQ0lEsZ9GntW3Q
Object Oriented Design and Design Patterns | GeeksforGeeks,/watch?v=AopCPq2cZlA,14K views,4 years ago,https://i.ytimg.com/vi/AopCPq2cZlA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgoIGUoXTAP&rs=AOn4CLBE-qSMIF9Yw586_877C5FOwZFm9w
Synchronization | GeeksforGeeks,/watch?v=IIgHG_YHXPE,34K views,4 years ago,https://i.ytimg.com/vi/IIgHG_YHXPE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-OI6VTTiuzSXm_2cmQ__Uc_m1tw
5. For Loop in Java (Core Java) | GeeksforGeeks,/watch?v=JkSQ8KtOA14,4.1K views,4 years ago,https://i.ytimg.com/vi/JkSQ8KtOA14/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgLpagIUEtH4omqlW8rtiOIPpC_g
4. Do While Loop in Java | GeeksforGeeks,/watch?v=8AmQkU9AhpU,4.2K views,4 years ago,https://i.ytimg.com/vi/8AmQkU9AhpU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApCUx-UlivY7oyJ5T4fDZ1jxlfpw
3. While Loop in Java (Core Java)| GeeksforGeeks,/watch?v=xBJ44A1FCTE,8.1K views,4 years ago,https://i.ytimg.com/vi/xBJ44A1FCTE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMhPowOV7UX3FnXRtSDR91BvXu5w
Race Condition (Java) | GeeksforGeeks,/watch?v=P9OWSLpLfwo,20K views,4 years ago,https://i.ytimg.com/vi/P9OWSLpLfwo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-VcHz3BsVl2sEW-FFsWPl_xos0Q
2. Keywords in Java (Core Java) | GeeksforGeeks,/watch?v=yLhVhi4rxsA,8.9K views,4 years ago,https://i.ytimg.com/vi/yLhVhi4rxsA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdiMHov25OvTCQT_hb4CqeYmeOxA
1. Identifiers and Tokens in Java (Core Java) | GeeksforGeeks,/watch?v=W_6zSjdwR7c,18K views,4 years ago,https://i.ytimg.com/vi/W_6zSjdwR7c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8tdgUOR3oHRIlHp8F41ZJgFv0Jg
Use of realloc | GeeksforGeeks,/watch?v=Fp7p5ax1oss,3.3K views,4 years ago,https://i.ytimg.com/vi/Fp7p5ax1oss/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKqr74Myjtgv3g5wOWuEgiMsHWfA
Placement 100 | GeeksforGeeks,/watch?v=B-niwoYEDys,182K views,4 years ago,https://i.ytimg.com/vi/B-niwoYEDys/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhDIFQocjAP&rs=AOn4CLBk3cDik2KFBwuwxSwacaJMjtNwsg
Placement 100 | Teaser 2 | GeeksforGeeks,/watch?v=SvR2BPLcgAI,3K views,4 years ago,https://i.ytimg.com/vi/SvR2BPLcgAI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmK-VVIlcaFvtr-PGoweS71jqAXw
Understanding “register” keyword in C | GeeksforGeeks,/watch?v=-fOCN-l_Jb8,8.8K views,4 years ago,https://i.ytimg.com/vi/-fOCN-l_Jb8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4wu1qf25DM-AWSnuMtFyjJy_pRQ
Placement 100 | Teaser | GeeksforGeeks,/watch?v=Dna1LIaC3C4,35K views,4 years ago,https://i.ytimg.com/vi/Dna1LIaC3C4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1UyZYU5WdJnH7x33fq6S_xCO3lA
Storage classes (2) | GeeksforGeeks,/watch?v=g6g4KgUuq4s,5.5K views,4 years ago,https://i.ytimg.com/vi/g6g4KgUuq4s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoZmFsecmMerfqrLtWOYDrYEjW5w
Storage classes | GeeksforGeeks,/watch?v=VcQWlALilak,18K views,4 years ago,https://i.ytimg.com/vi/VcQWlALilak/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCs9nDbyBhNLIVsGYCK-4kAIbInQw
What is evaluation order of function parameters in C? | GeeksforGeeks,/watch?v=wmKsc5p4mu4,1.9K views,4 years ago,https://i.ytimg.com/vi/wmKsc5p4mu4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4IXxUJyUdJFYQTen7pmqNaeh5Ow
Thread Sleep | GeeksforGeeks,/watch?v=PUWqBqHWcJs,15K views,4 years ago,https://i.ytimg.com/vi/PUWqBqHWcJs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxVc8WoJ5CkDbWmwYcezblpKfwzw
Calloc vs malloc | GeeksforGeeks,/watch?v=NynaUiV7keU,17K views,4 years ago,https://i.ytimg.com/vi/NynaUiV7keU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCt1ZnQuQPGagndyFP6GEyOo0cWdA
Struct hack | GeeksforGeeks,/watch?v=6KGl16FfjEU,1.9K views,4 years ago,https://i.ytimg.com/vi/6KGl16FfjEU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5BHQOlvfIa3PnTt6biLzpkGyLYA
Geeks Classes | GeeksforGeeks,/watch?v=CHpRRO2b5aU,12K views,4 years ago,https://i.ytimg.com/vi/CHpRRO2b5aU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhYIFYoZTAP&rs=AOn4CLCPylmr6WrPptaSqqqZqA9azLhSRw
How to deallocate memory without using free() in C? | GeeksforGeeks,/watch?v=3fABLWAJuZE,2.9K views,4 years ago,https://i.ytimg.com/vi/3fABLWAJuZE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0bgVrDivbbzJYqTfbTKLHG2dQUQ
Memory layout of C programs | GeeksforGeeks,/watch?v=kpWG423uQIw,52K views,4 years ago,https://i.ytimg.com/vi/kpWG423uQIw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCxBU9WSobZS_m-LsFVxbAYT64GA
Structure Member Alighnment and Padding (Part 4) | GeeksforGeeks,/watch?v=3u47OkRsxjY,2.6K views,4 years ago,https://i.ytimg.com/vi/3u47OkRsxjY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBYn05QKkSX23IAIrlpn_2rIBvTA
Structure Member Alighnment and Padding (Part 3) | GeeksforGeeks,/watch?v=oR-m18-OkPc,3.6K views,4 years ago,https://i.ytimg.com/vi/oR-m18-OkPc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCePYiUXOrPngP2o3wYBWhG4kVNMA
Structure Member Alighnment and Padding (Part 2) | GeeksforGeeks,/watch?v=pvdEIE858mU,4K views,4 years ago,https://i.ytimg.com/vi/pvdEIE858mU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnaTqvP_12drtKA7EnL8ZevX-_7w
Structure Member Alighnment and Padding (Part 1) | GeeksforGeeks,/watch?v=RR57zUBbwEM,12K views,4 years ago,https://i.ytimg.com/vi/RR57zUBbwEM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3YOz4z7X34bL2lD0HVekZ5iFgtw
Reverse a Linked List in groups of given size | Set 1 | GeeksforGeeks,/watch?v=9V_1yk_Y7n0,18K views,4 years ago,https://i.ytimg.com/vi/9V_1yk_Y7n0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAw6NLU3bHy-czcvhoXT0agbfmuog
Greedy Algorithm for Egyptian Fraction | GeeksforGeeks,/watch?v=8icU9XMEwjs,7.3K views,4 years ago,https://i.ytimg.com/vi/8icU9XMEwjs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhzCuKa3i2E-wVAkm04rXgEqnVsw
Maximum length of rod for Q-th person | GeeksforGeeks,/watch?v=NpytzZfg_h8,679 views,4 years ago,https://i.ytimg.com/vi/NpytzZfg_h8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAor_qPNQyeWGyhZ5J4y3x7_gfTBA
Sorting a queue without extra space | GeeksforGeeks,/watch?v=OcQyfkpA0YY,10K views,4 years ago,https://i.ytimg.com/vi/OcQyfkpA0YY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDU-yxEvneVdjwCc8lUdqEyLGkQQ
An Interesting Method to generate binary numbers | GeeksforGeeks,/watch?v=LeMfdGyN-F0,10K views,4 years ago,https://i.ytimg.com/vi/LeMfdGyN-F0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGn3ANQ_qWFZRcELABXFLZet8SXA
How does free() know the size of memory to be deallocated? (C Programming) | GeeksforGeeks,/watch?v=egUvdR3ejKU,4.1K views,4 years ago,https://i.ytimg.com/vi/egUvdR3ejKU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGQ_5DWeWEyiYKFxoMSp8R8j4Ltw
Go Programming Language ( Go Part : An Overview) | GeeksforGeeks,/watch?v=8g4uzx_ShHQ,910 views,4 years ago,https://i.ytimg.com/vi/8g4uzx_ShHQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgDqE8ImxDzT_k5T-HRZ4yL92VdA
A look of DSA Self Paced | GeeksforGeeks,/watch?v=X6ewqgkkNbA,47K views,4 years ago,https://i.ytimg.com/vi/X6ewqgkkNbA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFMoUTAP&rs=AOn4CLChBN_FRHcaAFCDCmGpinNL0gA60A
Memory leak | GeeksforGeeks,/watch?v=ZrkpRX1TLOc,6.9K views,4 years ago,https://i.ytimg.com/vi/ZrkpRX1TLOc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhd-SIrmXcfKEE__gF2wASNVSgZA
Reverse a Linked List in groups of given size | Set 2 | GeeksforGeeks,/watch?v=aF9PGkR0dWU,5.1K views,4 years ago,https://i.ytimg.com/vi/aF9PGkR0dWU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7PxsIluZpZjzTXTTvR4QLRohvgg
DSA Online - Basic to Advanced Course (DSA 3) | GeeksforGeeks,/watch?v=YNk1YSqGiVU,46K views,4 years ago,https://i.ytimg.com/vi/YNk1YSqGiVU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IC4oLzAP&rs=AOn4CLAOxlRkoSW4vRRyYoZCDDOn2qcCGw
Functions In Go Programming Language | GeeksforGeeks,/watch?v=BmAncjcPAmk,424 views,4 years ago,https://i.ytimg.com/vi/BmAncjcPAmk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBx51BgJQAEMSoomCmxow24G2Flaw
DSA Online (Binary Search) | GeeksforGeeks,/watch?v=p9FZlPxukVI,38K views,4 years ago,https://i.ytimg.com/vi/p9FZlPxukVI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgFFrkF8cmTicD2Tfx7U_k4wH1JA
Thread Naming (Java) | GeeksforGeeks,/watch?v=DaslnWaEq3g,3.9K views,4 years ago,https://i.ytimg.com/vi/DaslnWaEq3g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKXRrAytTkWKqMNbMUl0ltR3At2Q
Thread.yield() | GeeksforGeeks,/watch?v=_c784Dgj39o,10K views,4 years ago,https://i.ytimg.com/vi/_c784Dgj39o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxodAs5DX0GgVbOyPnQsgrsBAsaA
Structures in C | GeeksforGeeks,/watch?v=Rd28GUWEeEs,4.4K views,4 years ago,https://i.ytimg.com/vi/Rd28GUWEeEs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGxQapHPNy4cXLbRZwXf30IFV9SQ
"Iterative O(log) function for pow(x,y) | GeeksforGeeks",/watch?v=VJ7mkRu3sNc,3K views,4 years ago,https://i.ytimg.com/vi/VJ7mkRu3sNc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7w_wfi41_FmFKp3crdBIHJ4JtPQ
