title,video_link,views,date_time,img_link
Top 10 Python Libraries For Data Science | GeeksforGeeks,/watch?v=E3jbcgFRivE,7K views,2 years ago,https://i.ytimg.com/vi/E3jbcgFRivE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1ht2iiwpMJ537EuU-bQjUEZ0C0g
Selecting Rows in Pandas DataFrame Based on Conditions | GeeksforGeeks,/watch?v=D9FwM-76Cns,23K views,2 years ago,https://i.ytimg.com/vi/D9FwM-76Cns/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDR5Ks3T9McjUMZHqj77_qjQ7t4Ng
How to Create QR Code Generator in Python? | GeeksforGeeks,/watch?v=RsN0aXfPR1E,51K views,2 years ago,https://i.ytimg.com/vi/RsN0aXfPR1E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLComTi7EEVx7jtuUH6-V2-GK22f-A
What is Java .Class File? | GeeksforGeeks,/watch?v=ajVWDCN42WI,20K views,2 years ago,https://i.ytimg.com/vi/ajVWDCN42WI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTK6aMLR9DILNxCcZ4WvhnFfYewg
Single Responsibility Principle in ReactJS | GeeksforGeeks,/watch?v=hvRF-iQwqgk,4.3K views,2 years ago,https://i.ytimg.com/vi/hvRF-iQwqgk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuQ19YBJwJ46K5n9wVdBSP8qnQjQ
How to Use Kaggle For Learning Data Science? | GeeksforGeeks,/watch?v=u9MIwoFWXVg,101K views,2 years ago,https://i.ytimg.com/vi/u9MIwoFWXVg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArJkBUxhb4RH7F2d0TpfPQD8nt1w
Creating a ChatBot App in Android | GeeksforGeeks,/watch?v=7_Cc36c7EW0,90K views,2 years ago,https://i.ytimg.com/vi/7_Cc36c7EW0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBY1_rXarnA9DCcCQDKBM6d7t17mA
Deadlock in Operating System | GeeksforGeeks,/watch?v=onkWXaXAgbY,79K views,2 years ago,https://i.ytimg.com/vi/onkWXaXAgbY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCejOvbqPNM6XZNz9eTao_iXt3kTg
Creating a Pandas DataFrame From Lists | GeeksforGeeks,/watch?v=GOBzqpdZX5A,17K views,2 years ago,https://i.ytimg.com/vi/GOBzqpdZX5A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBe6pzFvyTif5NKnL1Xru8U2Ltskw
How to Create Notepad using Python? | GeeksforGeeks,/watch?v=iyJ1_ODzNUk,17K views,2 years ago,https://i.ytimg.com/vi/iyJ1_ODzNUk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAt9VKLPwvfnlr11GroF2viYvdUTw
7 Android Project Ideas to Build in 2021 | GeeksforGeeks,/watch?v=uPEflEXJec4,49K views,2 years ago,https://i.ytimg.com/vi/uPEflEXJec4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBbEoOCQ4kiSjhIVplvuR8dc8R-BQ
How to Setup Flutter on Android Studio? | GeeksforGeeks,/watch?v=hfz_AraTk_k,285K views,2 years ago,https://i.ytimg.com/vi/hfz_AraTk_k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHQRG2eMVFoY3jSJTFBisqCs8WiA
Growth Of XR in India | Podcast with Avi Dwivedi | Priyanshu Bhattacharjee,/watch?v=LK4hTfqTpfs,864 views,2 years ago,https://i.ytimg.com/vi/LK4hTfqTpfs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC65CYvVw7KhUhJl2rZxMkv6kTcQA
How to crack GATE | Journey and Preparation Strategy ft. Ashish Verma | AIR 338,/watch?v=zkAPegWJpCA,954 views,2 years ago,https://i.ytimg.com/vi/zkAPegWJpCA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAprxa6vhnskIMRzZiELeG_89bv4A
How to Make a Scientific Calculator Android App? | GeeksforGeeks,/watch?v=gwOL-4V_sNw,15K views,2 years ago,https://i.ytimg.com/vi/gwOL-4V_sNw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgcj2dmkx8zm6i7JwyQDd-TuGglQ
Different Ways to Get Python Pandas Column Names | GeeksforGeeks,/watch?v=Ty9TWZ7js6A,10K views,2 years ago,https://i.ytimg.com/vi/Ty9TWZ7js6A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_h9I9IAFAd-6vFqtE7Vc5QsKGIg
How to Make Tic Tac Toe Game(Offline Mode) Android App? | GeeksforGeeks,/watch?v=F-awBQNFWEc,7.3K views,2 years ago,https://i.ytimg.com/vi/F-awBQNFWEc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6KJ4wSvfErVPic_I7hLsZ_REkHw
How to Make a Android App to Check Covid-19 Vaccine Availability? | GeeksforGeeks,/watch?v=F-E6mFPIOrY,36K views,2 years ago,https://i.ytimg.com/vi/F-E6mFPIOrY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBESHu6iKLqr1BOTdTk1XvVusmovg
How to Remove Columns From Pandas Dataframe? | GeeksforGeeks,/watch?v=8PN1eXQGZ9c,21K views,2 years ago,https://i.ytimg.com/vi/8PN1eXQGZ9c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSeCn22TTgbBkj4IhC1dabHLd5ag
Handling Missing Values in Pandas Dataframe | GeeksforGeeks,/watch?v=uDr67HBIPz8,81K views,2 years ago,https://i.ytimg.com/vi/uDr67HBIPz8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBbQXqVWWhjeHHgHTwWzLl0YqFq8g
Customer Segmentation Using K-Means Clustering | Machine Learning | GeeksforGeeks,/watch?v=7J3mz9LMjqg,37K views,2 years ago,https://i.ytimg.com/vi/7J3mz9LMjqg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHogdXnTTprjnPKfNTO4E7pvTXTQ
How to Create a Digital Clock Using Python? | GeeksforGeeks,/watch?v=1INA9AmaDtQ,20K views,2 years ago,https://i.ytimg.com/vi/1INA9AmaDtQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfATmI7dODkOwzNZ4pi5cU_YYeIw
How to Take Screenshot Using Python? | GeeksforGeeks,/watch?v=Wk2aaHz3Dv0,11K views,2 years ago,https://i.ytimg.com/vi/Wk2aaHz3Dv0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAuv9y2P6lu_8LgeN_ggpdpZq3Jdg
Build Your First Data Science Web App Using Python | GeeksforGeeks,/watch?v=dr78W28vzbM,11K views,2 years ago,https://i.ytimg.com/vi/dr78W28vzbM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1zOMfiVCXuYvaI1NIsKyDUUdP9A
How to Compile and Execute a Java Program? | GeeksforGeeks,/watch?v=0f-Sx81bIWQ,5K views,2 years ago,https://i.ytimg.com/vi/0f-Sx81bIWQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDt1dZ1wMVkXtq5JA1uaVOFy-duCQ
How to Make a Covid-19 Tracker Android App? | GeeksforGeeks,/watch?v=opCW91zYJcI,31K views,2 years ago,https://i.ytimg.com/vi/opCW91zYJcI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2upAbhvXYtPANS6Vn3vyCR_FrhA
How to Rename Columns in Pandas DataFrame? | GeeksforGeeks,/watch?v=jj-6-DUpG5o,11K views,2 years ago,https://i.ytimg.com/vi/jj-6-DUpG5o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4sgrAAtCmzMGA5Pd7p7SGvcx_TA
Machine Learning vs Data Science | GeeksforGeeks,/watch?v=9J-7-xOfAf4,8.7K views,2 years ago,https://i.ytimg.com/vi/9J-7-xOfAf4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXsgobxY_wqu5VN5MoETDnZcp0qQ
ProGeekCup 2021 - A Project Competition By GeeksforGeeks,/watch?v=WXnvzixVAjc,1.9K views,2 years ago,https://i.ytimg.com/vi/WXnvzixVAjc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6IMrf7B2AMRVIayVYo2AxD1RELg
How to Make a Quiz App in Android? | GeeksforGeeks,/watch?v=5lmhxob61eg,65K views,2 years ago,https://i.ytimg.com/vi/5lmhxob61eg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCh_RVGX2ZqvolqO83ynKHse76wPQ
Registration Form Using Python Tkinter | GeeksforGeeks,/watch?v=c3rp-iKe3cI,37K views,2 years ago,https://i.ytimg.com/vi/c3rp-iKe3cI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCw1M0Lta0K_-LeLDID0ydZNPV7hg
How to Add New Column in Pandas Dataframe? | GeeksforGeeks,/watch?v=IZ8oCcVB3iA,32K views,2 years ago,https://i.ytimg.com/vi/IZ8oCcVB3iA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKnR3ABUueIiOke4S_qYw-7ubUBw
How to Get Started with Android Development? | GeeksforGeeks,/watch?v=U8PNOIdBL9M,5.7K views,2 years ago,https://i.ytimg.com/vi/U8PNOIdBL9M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0Bz48X3BOwwoCm0cakbuP_6m1aA
Different Ways to Create a Pandas DataFrame | GeeksforGeeks,/watch?v=dEHJmn6p39M,26K views,2 years ago,https://i.ytimg.com/vi/dEHJmn6p39M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCG_OSjHDhnRUDwZaCnHaFJNDf0w
Prepare for your next technical interview | Complete Interview Preparation | GeeksforGeeks,/watch?v=sIn_mztgNQw,300K views,2 years ago,https://i.ytimg.com/vi/sIn_mztgNQw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwSXTG5jNTYGTyxi3ahAhrq2zbxQ
How to Speed Up Android Studio? | GeeksforGeeks,/watch?v=fOzzJ83A2og,46K views,2 years ago,https://i.ytimg.com/vi/fOzzJ83A2og/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtwkV-7Ns0xdeiQirzDmquMG4Ukg
The advice that every geek has been waiting for is here! | GeeksforGeeks ft. Vipul Goyal,/watch?v=DCi_Dz25880,4.7K views,2 years ago,https://i.ytimg.com/vi/DCi_Dz25880/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRGSZZqJ57C71Hk1sJS0XYWKTHUw
School Ambassador Program by GeeksforGeeks,/watch?v=Z617vWKuslU,2.1K views,2 years ago,https://i.ytimg.com/vi/Z617vWKuslU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGQb794j-H4JRk0KVn17HG-AjWXg
What Can You Do With Python? | GeeksforGeeks,/watch?v=G7G4MpFg8jg,54K views,2 years ago,https://i.ytimg.com/vi/G7G4MpFg8jg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDU6Ps8Z_DWO3dT_i3RGn_BudMGDw
Top 5 VS Code Extensions in 2021 | GeeksforGeeks,/watch?v=yS23Nrt-FVQ,2.3K views,2 years ago,https://i.ytimg.com/vi/yS23Nrt-FVQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_MHHz83LGE5np2WF4Ew61MiJyMw
Why to Choose Flutter For Android Development? | GeeksforGeeks,/watch?v=sNtuTPyrTNU,30K views,2 years ago,https://i.ytimg.com/vi/sNtuTPyrTNU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ5dmXAe9CIj0zEEzOrhGEU8mP1A
5 Mistakes To Avoid As a Beginner Web Developer | GeeksforGeeks,/watch?v=f4CF9Xn38go,6.9K views,2 years ago,https://i.ytimg.com/vi/f4CF9Xn38go/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1knF_wD-z1wQzaUexd41idcGeYg
How Java Works? | GeeksforGeeks,/watch?v=H7UlMH_SdGc,58K views,2 years ago,https://i.ytimg.com/vi/H7UlMH_SdGc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArgplR2ySNVxcoWMpbaYvZu_FcIQ
IIIT Hyderabad MTech admission Process | PGEE & MTech Interview Experience,/watch?v=dGXiAb5qW40,10K views,2 years ago,https://i.ytimg.com/vi/dGXiAb5qW40/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQROCsqnUopcuv5h0AP4VHgZe5kw
Web Scraping Using Python | GeeksforGeeks,/watch?v=O6nnVHPjcJU,182K views,2 years ago,https://i.ytimg.com/vi/O6nnVHPjcJU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAi37QX6u9sUkVyCPuukUGNy0OC8w
10 Smart Questions To Ask Your Interviewer | GeeksforGeeks,/watch?v=FoCldrjRcGQ,2.6K views,2 years ago,https://i.ytimg.com/vi/FoCldrjRcGQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeVlr2LbFXWIC0drC4JJ7AdN2XHA
Things To Know Before Start Programming | GeeksforGeeks,/watch?v=rf7g1Jd-zTI,6.9K views,2 years ago,https://i.ytimg.com/vi/rf7g1Jd-zTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDF7pHJWu3iPtnceGW7duY7lvWJQw
FREE TCS NQT May 2021 Preparation By GeeksforGeeks,/watch?v=0qIz8MaqTZU,12K views,2 years ago,https://i.ytimg.com/vi/0qIz8MaqTZU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9bXKuRfU7ex0FwnMYalKAC4hnCw
VIDEO INTERNSHIP Program By GeeksforGeeks,/watch?v=eygbryo6qfU,5.3K views,2 years ago,https://i.ytimg.com/vi/eygbryo6qfU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6LpoXEBSYdcmFln-TTAxkVWkOdQ
Why You Should Learn JavaScript? | GeeksforGeeks,/watch?v=9eMvxwk6Op4,8.7K views,2 years ago,https://i.ytimg.com/vi/9eMvxwk6Op4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBprYpJqJNnUIf0ZUPMAvy_Ih8aRg
All You Need to Know About Flutter | GeeksforGeeks,/watch?v=ggNmmRYWv0I,13K views,2 years ago,https://i.ytimg.com/vi/ggNmmRYWv0I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-XN-SkHBDecWECUBngmjeqN1hLg
5 Mistakes You MUST Avoid in College | Ishan | GeeksforGeeks,/watch?v=inTUjgTkAZs,4.1K views,2 years ago,https://i.ytimg.com/vi/inTUjgTkAZs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlkKKchsfsgMpwoKW0bC-JP95bCQ
Best Campus Ambassador Programs For College Students | Ishan | GeeksforGeeks,/watch?v=yrEIbh-VKwo,41K views,2 years ago,https://i.ytimg.com/vi/yrEIbh-VKwo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA03ayo0qN-0pfNTzQ4pDJBjrBRmg
Essential Math For Data Science | Shivani | GeeksforGeeks,/watch?v=fGV2rxn42R4,64K views,2 years ago,https://i.ytimg.com/vi/fGV2rxn42R4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9nrO3wdb43t4SndJUizRYvpSA-w
10 Javascript Projects For Beginners | Ishan Sharma | GeeksforGeeks,/watch?v=UcPv77liuc4,68K views,2 years ago,https://i.ytimg.com/vi/UcPv77liuc4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlWT2ojbNpDo1DYmsQKFEXXUcrig
Best IDE for Programming in 2021 | Yashwanth | GeeksforGeeks,/watch?v=IzqjcW4lex4,31K views,2 years ago,https://i.ytimg.com/vi/IzqjcW4lex4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBO0joRMfGY29sVuY3T5gSfb7LU8A
Keep Yourself Updated as Software Developer | Ishan Sharma | GeeksforGeeks,/watch?v=5-AKp3S7Wz4,19K views,2 years ago,https://i.ytimg.com/vi/5-AKp3S7Wz4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNoCyJr4TXylbfpIDX5nhQnFSdhA
Complete Roadmap to Become a Data Scientist | Etisha | GeeksforGeeks,/watch?v=2svr0P081A4,33K views,2 years ago,https://i.ytimg.com/vi/2svr0P081A4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBkQUQdxXf3fCMKsP3N2UbJE92lkA
Learn DSA and Get Placed | Online Course | GeeksforGeeks,/watch?v=k48uwmX4Z8I,79K views,2 years ago,https://i.ytimg.com/vi/k48uwmX4Z8I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNCJTUm-USbN9U6ciAuWKrmeLOpQ
DSA-Online Course at a Student Friendly Price | GeeksforGeeks,/watch?v=2NhQ8Hj1ESY,225K views,2 years ago,https://i.ytimg.com/vi/2NhQ8Hj1ESY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeWKIApEpoLtBn1Ou3oo7Nq1cNfQ
Effective Productivity Hacks for Software Developers | Radhika | GeeksforGeeks,/watch?v=_Ufe1LY09zY,2.7K views,2 years ago,https://i.ytimg.com/vi/_Ufe1LY09zY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2w_sMppM5oJWDXvgrBuLOCt34wQ
Start Your Learning Journey With Us | GeeksforGeeks ft. Divyendu Sharma,/watch?v=sa9l-dTv9Gk,647K views,2 years ago,https://i.ytimg.com/vi/sa9l-dTv9Gk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhVIFgoZTAP&rs=AOn4CLD15wzhZ94-bY7aFLNc_3lhtJz9ag
Data Structures and Algorithms | Online Course | GeeksforGeeks,/watch?v=XV8zBiRIivQ,517K views,2 years ago,https://i.ytimg.com/vi/XV8zBiRIivQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhyIFAoNzAP&rs=AOn4CLDD2vK3JprPCPLxevA7DJtIkiNG_Q
Why New Developers Should Work In Startup | Ishan Sharma | GeeksforGeeks,/watch?v=CxLl-Zr4uBw,1.8K views,2 years ago,https://i.ytimg.com/vi/CxLl-Zr4uBw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyMt7Pb5lWQtG0iNKSeC4gVwA5RQ
Get Started with DSA Self-Paced | GeeksforGeeks,/watch?v=sBx4pIdpPz4,359K views,2 years ago,https://i.ytimg.com/vi/sBx4pIdpPz4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIFwoVDAP&rs=AOn4CLDwSlANUNGQy6ID_dgxjU5Ph8nnqg
Introduction to C Language | Sample Video for C Course | GeeksforGeeks,/watch?v=l2PyiNFZwNc,142K views,2 years ago,https://i.ytimg.com/vi/l2PyiNFZwNc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVmm12FE3hhGPrq0UnXsjo49qGcg
Solutions | #30daysofcodewithGFG | Day 30,/watch?v=-RQHjRFrNxU,1.3K views,2 years ago,https://i.ytimg.com/vi/-RQHjRFrNxU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCB46tlG9Ahp8sCAPj3gWmPgSWLVw
How to Become a Self-Taught Software Developer | Ishan Sharma | GeeksforGeeks,/watch?v=x2DE-BUc5KA,14K views,2 years ago,https://i.ytimg.com/vi/x2DE-BUc5KA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3vRF6JYLpDeEPDtBO5mt9DaJ8fw
Solutions | #30daysofcodewithGFG | Day 29,/watch?v=tEbTtwYWUyI,905 views,2 years ago,https://i.ytimg.com/vi/tEbTtwYWUyI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAu1v-xktIVLTmhRgB4jkyhyE4mfg
Solutions | #30daysofcodewithGFG | Day 28,/watch?v=JaIU4CteN50,977 views,2 years ago,https://i.ytimg.com/vi/JaIU4CteN50/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBE3hBXxDssKxTkjhjDFV29nIDZzw
Introduction to Full-Stack Development | #Skillitup | GeeksforGeeks,/watch?v=r1pJs5JVMhc,2.8K views,2 years ago,https://i.ytimg.com/vi/r1pJs5JVMhc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGwvIKVhS4kdN7czwNIJa6mGPlIA
Tips To Crack Campus Placement Interview | Radhika | GeeksforGeeks,/watch?v=PUlb6LGwGmc,8.6K views,2 years ago,https://i.ytimg.com/vi/PUlb6LGwGmc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0FtHaSkQeSWTSM9Omzt8E-YQjhw
Solutions | #30daysofcodewithGFG | Day 27,/watch?v=4mFr3x9PNZU,1.4K views,2 years ago,https://i.ytimg.com/vi/4mFr3x9PNZU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC05035IxooWoGOREGnUXrvUg2nqw
Solutions | #30daysofcodewithGFG | Day 26,/watch?v=lbekU2EOu4E,796 views,2 years ago,https://i.ytimg.com/vi/lbekU2EOu4E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKivKzyom9tfXP3Nthydb9knA5qw
How To Become a Good Programmer | Ishan Sharma | GeeksforGeeks,/watch?v=2gqWVe_m51M,67K views,2 years ago,https://i.ytimg.com/vi/2gqWVe_m51M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADTPqj8Sm8KM6COPM5Zyp6rXvRkg
Solutions | #30daysofcodewithGFG | Day 25,/watch?v=GTkM3HEuyx0,1.1K views,2 years ago,https://i.ytimg.com/vi/GTkM3HEuyx0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWE4Ps9ga0ZjqRRnuvCN8xX-wItg
DSA Self-Paced | Online Course | GeeksforGeeks,/watch?v=RLiN0bbeTD8,360K views,2 years ago,https://i.ytimg.com/vi/RLiN0bbeTD8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALEcS6zZyXw9ur9k6vmEpyTGApag
Solutions | #30daysofcodewithGFG | Day 24,/watch?v=wv-QRW-iEk0,1K views,2 years ago,https://i.ytimg.com/vi/wv-QRW-iEk0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCe3PsPwnJYoxff0ZFN5zKGWM7llQ
